cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season,cap-diameter,stem-height,stem-width,target
4,0,12,2,2,2,7,0,5,13,0,0,2,3,0,7,2,2.27,3.12,3.43,1
2,10,7,2,8,2,9,0,5,8,0,0,2,3,0,6,2,4.57,6.68,4.95,1
8,0,7,2,4,0,12,0,0,13,2,6,3,2,0,2,2,12.54,10.84,14.72,1
8,0,4,2,2,0,12,0,0,5,0,0,2,3,0,3,2,6.47,6.25,11.95,0
8,4,3,2,4,0,12,6,9,13,2,6,3,4,0,2,5,15.08,17.09,17.8,1
8,8,12,2,3,0,12,0,0,13,0,0,2,3,0,3,4,5.63,3.64,8.9,0
4,9,12,2,3,3,12,0,0,13,0,0,2,3,0,6,5,4.77,4.76,7.48,0
4,2,7,2,8,2,12,2,7,8,0,0,2,3,0,2,4,3.23,3.91,2.86,1
8,0,4,3,6,0,5,0,9,13,0,0,2,3,0,2,4,7.3,12.45,26.34,0
7,10,13,2,8,2,13,0,0,14,0,0,2,3,0,2,2,7.38,6.8,17.35,1
8,6,13,2,2,2,7,0,5,8,0,3,3,9,3,3,2,7.11,8.2,7.87,1
8,0,12,2,8,2,7,0,0,13,0,0,2,3,0,2,4,4.65,6.73,4.21,0
2,9,7,2,0,0,5,0,7,13,0,0,3,9,0,2,5,7.37,10.81,12.89,1
8,5,13,2,6,0,13,0,0,14,0,7,3,0,0,2,2,6.7,5.59,14.29,0
4,10,7,2,8,2,9,0,5,5,0,0,2,3,0,6,4,4.45,6.18,5.35,1
8,5,10,2,0,2,12,0,0,13,2,6,3,4,0,2,4,8.74,11.42,14.06,1
4,5,10,2,0,2,12,0,0,13,2,6,3,7,0,2,2,8.67,10.43,14.54,1
8,7,7,3,6,0,3,3,0,14,0,0,2,3,0,2,2,12.87,8.39,30.27,1
8,2,12,2,2,3,9,0,4,13,0,0,2,3,0,3,2,2.66,3.19,2.4,1
7,0,7,2,3,2,12,0,7,13,0,0,2,3,0,4,2,5.8,5.59,8.12,0
7,7,7,2,3,2,13,0,6,8,0,0,2,3,0,2,4,11.5,6.64,40.71,1
7,0,8,3,3,0,8,0,0,13,0,0,3,3,0,2,4,9.53,5.54,13.39,1
5,0,3,2,5,4,4,0,3,8,0,0,2,3,0,2,4,10.64,3.59,23.75,1
7,10,10,3,3,2,7,0,0,8,0,0,2,3,0,4,2,10.89,5.9,15.2,1
8,9,7,2,2,0,12,0,8,14,0,0,2,3,0,2,2,1.42,7.71,2.36,0
8,0,7,2,0,0,6,0,7,8,0,0,2,3,3,3,4,1.41,5.22,2.39,1
6,10,7,2,6,0,13,0,0,8,0,0,2,3,0,2,4,22.56,16.4,59.29,0
6,12,7,2,0,0,9,0,0,13,0,0,2,3,0,2,2,8.51,13.97,17.34,1
8,4,8,2,0,0,13,0,0,14,0,0,2,3,0,2,2,0.6,3.23,0.66,1
8,9,2,2,8,2,12,0,7,8,0,0,2,3,0,5,2,7.47,8.5,10.51,0
5,8,7,2,5,4,4,0,0,8,0,0,2,3,2,2,4,4.44,5.83,39.42,0
2,6,5,2,4,0,13,0,0,14,0,0,2,3,0,3,4,4.63,7.48,7.75,1
2,0,4,2,2,0,5,0,7,8,0,0,2,3,0,2,4,1.76,5.27,2.0,1
8,0,7,2,8,2,12,0,7,13,0,0,2,3,0,2,4,7.32,5.83,18.58,0
8,9,7,2,7,0,9,0,5,8,0,0,2,3,0,2,2,11.47,7.1,16.57,1
8,12,12,3,0,0,12,6,0,13,0,0,3,5,0,2,4,6.6,7.39,12.29,1
2,10,7,2,0,2,5,0,0,8,0,0,3,3,0,6,2,0.93,3.25,2.3,1
4,9,3,2,2,3,12,0,5,8,0,0,3,0,8,2,2,9.63,9.31,14.54,0
2,4,13,2,0,2,7,0,0,8,0,0,2,3,0,2,3,2.74,7.02,3.2,1
8,2,3,3,6,0,10,0,0,14,0,0,2,3,0,2,4,7.99,6.47,13.06,0
2,0,7,2,2,0,5,0,7,5,0,0,2,3,0,2,2,0.99,5.3,2.18,1
8,3,13,3,6,0,3,0,0,3,0,0,2,3,0,2,4,11.81,10.65,28.29,1
4,10,7,2,3,0,8,0,8,13,0,0,2,3,0,2,5,4.23,6.27,7.96,0
6,0,7,2,6,0,12,3,0,8,0,0,2,3,8,2,2,10.86,10.0,28.7,1
4,9,3,2,6,0,13,0,0,8,0,0,2,3,0,2,5,17.55,6.18,44.32,1
8,12,13,2,2,2,13,0,9,14,0,0,3,0,0,2,4,9.44,12.14,12.79,1
5,8,4,2,5,4,4,4,2,4,0,0,2,3,0,2,4,3.11,0.0,0.0,1
8,2,8,2,6,0,12,6,9,13,0,0,2,3,0,2,4,18.14,16.34,33.72,0
7,8,12,2,3,0,9,0,0,13,0,0,2,3,0,3,4,6.71,3.72,10.22,0
8,10,7,2,2,3,12,0,0,13,0,0,2,3,0,2,2,10.22,8.82,27.38,1
7,0,13,3,3,0,8,0,0,13,0,0,3,3,0,2,2,8.62,5.46,12.14,1
4,2,7,2,3,2,13,0,6,6,0,0,2,3,0,2,4,13.27,5.88,35.33,1
4,0,13,2,7,3,13,0,5,14,0,0,2,3,0,2,2,4.63,5.23,14.16,1
8,12,8,2,2,0,8,0,0,14,0,0,2,3,0,4,2,2.68,2.92,5.94,1
7,0,7,3,3,2,12,0,0,8,0,0,2,3,0,2,4,6.24,5.96,5.38,1
8,4,7,3,2,0,12,0,0,8,0,0,2,3,0,4,2,0.93,4.9,1.0,0
7,11,7,3,3,2,7,0,0,8,0,0,2,3,0,2,2,3.43,4.21,6.77,1
6,12,12,2,0,0,6,0,0,13,0,0,2,3,0,2,2,7.3,14.16,16.53,1
4,2,2,2,8,2,13,2,7,8,0,0,2,3,0,5,2,4.0,4.6,3.02,1
4,9,12,2,4,2,7,0,0,13,0,6,3,2,0,6,2,7.05,4.28,10.97,0
7,7,7,2,6,0,7,0,6,8,0,0,3,3,0,2,4,4.71,2.92,5.3,1
5,0,12,2,5,4,4,0,3,13,0,0,3,3,0,7,4,3.7,5.21,27.16,1
4,9,11,2,8,0,7,0,0,10,0,0,2,3,0,2,2,10.81,8.21,26.84,0
8,5,7,3,6,0,13,0,0,8,0,0,2,3,0,2,2,12.74,9.12,22.64,0
3,3,12,3,8,2,10,0,0,13,0,0,2,3,0,2,2,6.82,8.97,13.39,1
2,5,7,2,2,0,7,0,8,8,0,0,2,3,0,4,4,1.35,3.68,1.15,1
8,5,7,2,0,2,7,0,7,13,0,6,2,3,3,2,4,2.8,5.22,5.92,0
4,9,12,3,4,0,5,6,0,13,0,0,3,5,0,6,4,10.98,10.95,17.69,0
8,7,7,2,6,0,7,0,0,14,0,0,2,3,0,2,2,2.53,3.97,9.51,0
2,0,5,2,2,0,6,0,0,8,0,6,2,3,3,3,4,2.83,8.46,2.39,1
8,10,12,2,2,3,13,0,0,13,0,0,2,3,8,2,5,17.36,5.42,19.89,0
2,0,4,2,2,0,7,0,0,8,0,6,2,3,3,3,2,2.61,7.99,2.32,1
4,0,9,2,8,2,12,0,7,13,0,0,2,3,0,2,2,7.88,6.88,15.81,0
2,4,7,2,0,2,7,0,0,8,0,0,2,3,0,2,2,1.54,4.28,2.41,1
8,4,8,2,0,0,13,0,0,13,0,0,2,3,0,2,4,0.54,3.76,0.84,1
3,4,7,2,2,0,5,0,0,5,0,0,2,3,0,5,2,1.33,4.9,1.61,0
5,0,3,2,5,4,4,0,3,8,0,0,2,3,0,2,4,8.68,3.09,23.55,1
7,0,7,3,3,2,12,0,0,3,0,0,2,3,0,2,4,5.43,6.67,5.88,1
8,11,13,2,5,4,4,0,0,14,0,0,2,3,0,2,2,5.09,4.02,12.34,0
2,12,7,2,0,0,9,0,0,13,0,0,2,3,0,2,2,7.94,17.26,17.58,1
4,0,4,2,3,2,13,0,0,13,0,0,2,3,0,2,5,11.51,2.45,14.76,0
7,10,9,3,3,2,9,0,0,10,0,0,3,3,0,2,4,8.81,7.92,14.52,1
8,2,7,3,6,0,13,0,0,14,0,0,2,3,0,2,4,7.1,8.07,16.88,0
5,8,4,2,5,4,4,4,2,4,0,0,2,3,0,2,3,2.71,0.0,0.0,1
8,0,2,2,0,3,12,0,0,13,0,0,2,3,0,2,4,2.44,6.61,4.73,0
8,2,7,2,6,0,3,0,0,8,0,0,2,3,0,2,2,3.4,4.37,10.26,0
8,3,6,2,8,2,12,0,0,13,0,0,2,3,0,2,4,11.3,7.37,19.17,0
4,0,11,2,2,0,12,0,0,14,0,0,2,3,0,2,2,4.14,4.7,7.37,1
4,2,2,2,3,3,2,0,0,13,0,0,2,3,0,6,2,5.07,6.28,11.64,0
4,0,4,2,3,2,13,2,0,8,0,0,2,3,0,5,5,6.22,5.21,9.54,1
8,8,12,2,3,0,12,0,0,13,0,0,2,3,0,2,2,7.26,3.5,10.35,0
6,12,7,2,0,0,6,0,0,13,0,0,2,3,0,2,2,8.03,15.66,17.69,1
4,11,11,2,2,2,11,0,7,12,0,0,2,3,0,5,2,4.22,5.05,5.75,1
4,6,7,2,4,2,7,0,0,13,0,0,3,5,0,9,4,5.97,4.86,13.45,0
4,9,7,2,8,2,12,0,7,8,0,0,2,3,0,5,5,7.09,7.75,10.63,0
8,0,12,2,3,0,10,0,0,13,0,0,2,3,0,2,4,4.7,5.09,6.62,0
4,0,6,2,7,2,11,0,0,12,0,0,2,3,0,5,2,9.34,8.06,21.43,0
2,10,12,2,4,2,12,0,9,13,2,6,3,2,0,2,4,7.92,11.96,13.13,1
8,9,12,2,3,3,12,0,0,13,0,0,2,3,0,6,5,3.71,3.35,5.86,0
7,7,13,2,6,0,7,0,6,8,0,0,3,3,0,2,4,5.46,3.35,6.33,1
8,6,3,2,0,0,3,0,0,3,0,0,2,3,4,2,2,3.37,4.38,4.89,1
8,6,8,2,2,0,8,5,0,14,0,0,3,8,4,2,2,10.19,9.46,19.86,1
4,5,4,2,7,3,5,0,7,5,0,0,2,3,0,2,4,4.38,4.41,9.73,0
5,0,12,2,5,4,4,0,3,13,0,0,3,3,0,7,2,3.92,5.41,28.67,1
4,9,12,2,7,2,12,0,0,13,0,0,2,3,0,6,4,8.88,7.24,25.79,0
4,0,2,2,3,2,12,0,0,13,0,0,2,3,0,2,2,7.73,2.47,15.87,0
4,0,4,2,3,2,13,0,0,13,0,0,2,3,0,2,2,14.73,2.53,14.69,0
2,12,7,2,0,2,11,6,7,13,0,0,2,3,0,2,2,3.0,6.05,4.51,1
8,9,7,3,6,0,7,0,0,8,0,6,3,7,0,2,2,8.43,6.47,17.04,0
8,12,7,3,4,0,9,0,9,13,0,0,3,7,0,5,2,10.45,8.61,16.85,0
8,0,7,2,8,2,12,0,7,13,0,0,2,3,0,2,4,7.63,6.67,15.93,0
8,0,4,3,6,0,5,0,9,13,0,0,2,3,0,2,2,6.77,12.28,25.21,0
2,12,7,2,0,2,11,6,7,13,0,0,2,3,0,2,2,3.35,5.32,4.33,1
8,12,7,3,4,0,12,0,0,13,0,0,3,0,0,2,4,15.31,9.95,17.65,0
8,4,13,2,3,0,12,0,8,14,0,0,2,3,0,2,2,1.4,4.18,1.1,0
8,9,7,2,4,2,12,0,5,13,0,0,2,3,5,2,5,9.87,5.84,10.62,0
7,10,10,3,3,2,7,0,0,8,0,0,2,3,0,2,2,15.65,5.43,26.39,1
4,12,12,2,0,0,12,6,0,8,0,0,3,6,0,6,4,13.78,25.67,19.58,0
8,0,12,2,4,0,12,2,0,14,2,6,3,4,0,2,2,6.77,5.84,12.81,0
8,3,3,2,2,0,5,0,0,8,0,6,3,9,0,2,2,5.89,7.85,9.38,1
4,3,2,2,0,2,2,0,0,13,0,0,3,3,0,2,2,9.84,4.89,19.48,0
8,0,7,3,8,0,7,6,0,5,0,5,2,3,0,2,2,5.84,7.09,17.88,1
8,5,13,3,8,2,13,0,0,13,0,0,2,3,0,2,4,4.91,5.53,11.85,0
8,9,7,2,6,0,7,0,0,3,0,0,2,3,0,2,2,4.94,5.95,12.28,0
8,6,7,2,4,2,9,0,0,13,0,0,3,5,0,9,4,6.95,4.5,12.15,0
7,2,7,3,3,2,13,0,0,3,0,0,2,3,0,2,2,7.56,6.2,10.02,1
4,7,7,2,3,2,13,0,6,8,0,0,2,3,0,2,2,13.19,4.75,25.51,1
8,4,7,2,3,3,7,0,7,8,0,0,2,3,0,2,2,1.49,1.81,2.42,1
7,10,9,3,3,2,8,0,0,13,0,0,2,3,0,2,4,10.83,6.62,18.36,0
8,0,2,2,0,3,11,0,0,13,0,0,2,3,0,2,2,2.6,5.86,4.75,0
8,9,12,2,7,2,12,0,0,13,0,0,2,3,0,2,3,10.61,7.1,29.14,0
4,0,4,2,4,0,12,0,0,13,2,6,3,4,0,2,2,13.15,11.3,16.25,1
5,0,7,2,5,4,4,0,3,8,0,0,2,3,0,2,4,11.76,3.13,24.62,1
7,10,9,3,3,2,8,0,0,13,0,0,2,3,0,2,2,11.98,5.38,16.66,0
4,2,8,2,3,3,8,0,0,13,0,0,2,3,0,2,5,7.83,6.32,12.79,0
7,10,7,2,8,2,13,0,0,14,0,0,2,3,0,2,2,8.19,4.67,14.34,1
7,10,9,3,3,2,9,0,0,10,0,0,3,3,0,2,2,9.1,7.48,15.06,1
8,10,7,2,2,3,12,0,0,13,0,0,2,3,0,2,4,9.12,11.21,32.71,1
8,9,7,2,2,0,12,0,8,14,0,0,2,3,0,2,4,1.6,5.99,2.03,0
8,12,13,2,0,0,12,2,0,8,0,6,3,2,0,2,2,11.05,7.79,24.9,0
8,9,7,2,3,0,12,0,8,14,0,0,2,3,0,3,4,1.4,5.53,1.9,0
7,0,10,3,3,0,8,0,0,13,0,0,3,3,0,2,4,9.04,6.29,13.26,1
2,5,7,2,0,0,7,0,0,13,0,0,3,0,3,3,4,5.08,12.35,7.32,1
2,0,5,2,2,0,6,0,0,8,0,6,2,3,3,3,4,3.12,10.15,2.65,1
8,5,7,3,6,0,7,0,0,8,0,6,3,7,0,2,2,10.53,7.24,17.86,0
6,6,7,3,4,0,9,0,9,13,0,0,3,5,0,5,2,9.94,8.71,16.71,0
4,2,7,2,8,2,12,2,7,8,0,0,2,3,0,5,2,3.47,4.16,3.08,1
2,10,12,2,4,2,12,0,9,13,2,6,3,2,0,2,4,6.71,11.55,12.15,1
8,2,3,3,3,2,7,0,0,8,0,0,2,3,0,2,2,5.62,6.83,9.04,1
2,9,13,2,0,2,10,0,0,14,2,6,3,9,3,2,2,4.28,9.8,8.15,1
4,2,2,2,8,2,13,2,5,8,0,0,2,3,0,2,2,3.66,4.79,3.61,1
8,5,7,2,0,2,6,0,7,13,0,6,2,3,3,2,2,3.29,5.52,6.44,0
8,2,12,2,2,3,9,0,4,13,0,0,2,3,0,3,2,3.1,4.09,2.62,1
8,9,13,2,3,3,12,0,5,8,0,0,3,0,8,2,2,10.46,10.25,16.24,0
8,10,7,2,2,3,12,0,0,13,0,0,2,3,0,2,4,10.54,12.13,33.39,1
8,9,5,2,4,0,6,0,0,6,0,0,2,3,0,6,4,5.17,6.9,7.83,1
7,11,11,2,2,2,11,0,7,12,0,0,2,3,0,2,4,3.03,4.84,5.02,1
4,0,9,2,8,2,12,0,7,13,0,0,2,3,0,2,4,7.08,5.52,13.31,0
2,10,12,2,4,2,12,0,9,13,2,6,3,2,0,2,4,8.72,13.68,12.96,1
5,0,7,2,0,0,12,0,0,8,0,0,2,3,0,2,2,8.36,5.33,23.33,0
7,0,10,3,3,0,8,0,0,13,0,0,3,3,0,2,2,9.31,5.98,13.04,1
7,3,4,2,3,2,12,6,0,13,0,0,2,3,0,2,2,12.51,7.65,21.53,0
8,5,7,2,4,0,12,0,7,13,2,6,2,3,0,2,4,6.47,12.43,12.46,0
8,0,3,2,8,0,12,0,0,13,0,0,2,3,0,2,2,4.62,4.81,5.95,1
2,12,7,2,0,2,6,0,0,13,0,0,2,3,0,2,5,2.88,6.28,3.14,0
8,0,7,2,4,0,12,0,0,13,2,6,3,4,0,2,4,12.06,10.92,13.86,1
2,10,12,2,4,2,12,0,9,13,2,6,3,5,0,2,4,7.19,12.1,12.5,1
8,2,13,3,6,0,10,0,0,3,0,0,2,3,0,2,2,6.91,5.96,11.07,0
4,5,7,2,0,2,7,0,7,13,0,6,2,3,3,2,2,2.61,5.42,5.9,0
4,12,7,2,3,3,9,0,5,8,0,0,2,3,0,4,2,2.03,5.54,2.96,0
2,10,12,2,4,2,12,0,9,13,2,6,3,2,0,2,2,8.98,14.4,13.29,1
6,0,4,2,5,4,4,0,0,8,0,0,2,3,0,2,3,4.51,5.69,19.49,0
8,9,2,2,8,2,12,0,7,8,0,0,2,3,0,5,2,6.11,7.08,10.39,0
7,8,12,2,3,0,12,0,0,13,0,0,2,3,0,3,4,5.42,3.23,7.21,0
2,10,7,2,0,2,5,0,0,8,0,0,3,3,0,3,4,1.19,4.54,2.94,1
8,2,13,3,6,0,13,0,0,14,0,0,2,3,0,2,4,6.76,5.83,11.29,0
8,9,12,2,3,3,12,0,0,13,0,0,2,3,0,3,5,3.21,3.32,5.51,0
7,2,12,2,2,3,9,0,4,13,0,0,2,3,0,3,2,2.87,3.59,2.46,1
8,6,5,2,2,0,9,0,0,13,0,0,2,3,5,3,4,2.24,4.73,2.61,1
7,0,8,3,3,0,8,0,0,13,0,0,3,3,0,2,4,9.16,4.36,11.73,1
8,7,7,2,6,0,7,0,0,8,0,0,2,3,0,2,2,3.5,4.03,9.3,0
8,5,7,2,8,2,7,0,7,8,0,0,3,8,0,2,5,6.31,5.41,6.16,0
8,11,4,2,0,3,5,0,0,13,0,0,2,3,0,2,4,1.63,4.96,2.58,0
4,12,4,2,7,0,5,0,0,13,0,0,2,3,0,2,2,4.84,4.31,7.02,0
3,6,13,2,0,2,10,0,0,13,0,0,2,3,0,2,4,4.82,5.97,6.96,1
8,11,13,2,5,4,4,0,0,14,0,0,2,3,0,2,2,6.79,4.46,14.8,0
6,12,7,2,0,0,12,6,0,8,0,0,3,6,0,6,2,19.95,27.8,20.54,0
4,3,2,2,0,2,2,0,0,13,0,0,3,3,0,2,2,9.48,4.91,20.81,0
8,2,8,2,2,2,8,0,0,9,0,0,2,3,0,6,5,3.62,4.32,6.12,0
8,0,13,2,2,2,13,0,0,13,0,0,2,3,0,2,4,3.67,3.51,8.81,0
8,12,7,3,4,0,12,0,0,13,0,0,3,0,0,2,2,14.88,8.92,16.46,0
7,5,10,3,3,0,12,0,8,5,0,0,2,3,0,2,4,7.12,4.4,12.43,1
4,11,4,2,0,3,5,0,0,13,0,0,2,3,0,2,4,1.56,5.01,2.64,0
8,9,8,2,6,0,7,0,0,3,0,0,2,3,0,2,2,4.64,5.12,10.84,0
4,8,3,2,8,3,3,0,0,8,0,0,2,3,0,2,2,3.8,5.98,4.8,1
3,4,7,2,2,0,12,0,0,5,0,0,2,3,0,5,2,1.63,4.98,1.36,0
8,10,13,2,8,2,13,0,0,14,0,0,2,3,0,2,2,7.86,5.48,14.33,1
6,0,4,2,5,4,4,0,0,8,0,0,2,3,0,5,3,4.87,5.43,19.47,0
8,10,7,2,7,2,7,0,0,13,0,4,3,9,0,2,4,3.97,4.85,6.86,1
8,5,7,2,8,2,7,0,7,8,0,0,3,8,0,2,3,5.63,5.0,5.49,0
8,4,12,2,2,3,12,0,0,8,0,0,2,3,0,2,4,1.22,3.19,1.56,1
2,10,12,2,4,2,12,0,9,13,2,6,3,2,0,2,4,8.01,13.73,13.15,1
8,0,13,2,2,2,8,0,0,13,0,0,2,3,0,2,2,4.42,4.25,9.45,0
8,0,3,2,0,2,12,0,0,14,0,0,2,3,0,2,2,5.56,3.26,12.53,1
2,12,7,2,0,2,5,6,7,13,0,0,2,3,0,2,2,2.43,5.78,4.43,1
4,4,4,2,2,3,5,0,7,8,0,0,2,3,0,2,5,4.34,6.0,3.66,0
4,9,7,2,8,2,12,0,7,8,0,0,2,3,0,5,2,6.23,7.17,10.68,0
4,0,2,2,3,2,13,0,0,13,0,0,2,3,0,2,5,14.25,2.52,16.76,0
8,0,7,3,0,0,12,2,0,13,2,6,3,4,0,2,2,10.14,11.13,19.5,0
2,0,7,2,2,0,5,0,7,8,0,0,2,3,0,2,2,1.97,4.65,1.83,1
7,12,7,2,3,3,9,0,5,8,0,0,2,3,0,5,4,2.67,6.54,3.88,0
8,12,13,2,2,0,12,0,9,8,0,0,3,8,0,3,4,3.55,6.16,3.83,1
8,7,7,2,6,0,7,0,0,8,0,0,2,3,0,2,2,3.44,4.42,10.55,0
8,3,6,2,8,2,12,0,0,13,0,0,2,3,0,2,4,9.61,7.69,24.19,0
5,10,10,2,0,2,8,0,0,8,0,0,2,3,0,2,5,8.46,1.78,15.33,1
8,5,7,2,4,0,12,0,7,13,2,6,2,3,0,2,4,5.08,11.47,12.0,0
8,9,12,2,7,0,9,0,5,8,0,0,2,3,0,2,2,14.17,7.99,18.0,1
7,0,7,3,3,2,12,0,0,3,0,0,2,3,0,2,4,5.96,5.67,6.26,1
8,3,7,3,6,0,3,3,0,14,0,0,2,3,0,2,4,17.1,10.13,32.7,1
8,0,7,2,0,0,6,0,7,8,0,0,2,3,3,3,2,1.68,5.23,2.7,1
4,12,11,2,7,2,13,0,9,14,0,0,2,3,0,2,2,7.38,6.77,17.98,1
7,2,8,2,3,2,8,0,0,14,0,0,2,3,0,2,2,4.99,3.94,7.05,1
8,10,7,2,7,2,7,0,0,13,0,4,3,9,0,2,2,3.4,5.89,8.75,1
2,11,9,2,2,0,10,0,8,14,0,0,2,3,0,6,4,2.92,4.91,6.16,1
8,12,7,2,4,2,7,0,0,13,0,0,3,8,0,9,4,6.1,4.0,12.67,0
8,0,13,2,2,2,8,0,0,13,0,0,2,3,0,2,4,4.75,4.61,9.82,0
8,0,7,2,7,2,5,2,0,12,0,0,2,3,0,2,2,6.8,6.06,20.44,0
2,10,7,2,0,0,7,0,0,13,0,0,3,0,3,3,5,3.28,8.67,5.46,1
8,0,2,2,0,3,11,0,0,13,0,0,2,3,0,2,2,2.36,6.43,4.52,0
4,9,13,2,5,4,4,0,0,14,0,0,2,3,0,2,4,1.19,3.07,4.74,1
8,12,4,2,7,0,13,0,0,13,0,0,2,3,0,2,2,5.43,4.86,8.37,0
8,5,7,2,6,3,13,0,7,8,0,0,2,3,0,2,2,7.16,6.65,11.73,0
7,0,12,3,3,2,9,0,0,13,0,0,2,3,0,2,2,9.12,5.29,23.1,0
8,0,7,2,8,2,9,0,0,8,0,0,2,3,0,2,2,2.65,6.21,3.53,1
8,4,7,2,6,0,13,0,0,8,0,0,2,3,0,2,5,16.82,5.72,37.18,1
8,0,7,3,6,0,5,0,9,13,0,0,2,3,0,2,4,7.89,12.86,28.54,0
4,2,7,2,8,2,13,2,7,8,0,0,2,3,0,2,4,3.57,4.34,2.94,1
8,10,8,2,6,0,7,0,0,3,0,0,2,3,0,2,4,3.6,5.12,10.77,0
4,12,3,2,0,0,12,2,0,8,0,6,3,2,0,2,2,7.43,5.35,23.33,0
8,5,13,2,6,0,13,0,0,14,0,7,3,0,0,2,2,8.43,7.79,15.15,0
8,12,7,2,4,2,9,0,9,8,0,0,2,3,0,2,4,6.69,6.45,10.47,0
8,2,3,3,6,0,10,0,0,14,0,0,2,3,0,2,2,6.91,5.77,12.99,0
7,0,7,2,3,2,12,0,7,13,0,0,2,3,0,2,2,5.58,5.1,8.03,0
2,0,4,2,2,0,5,0,7,8,0,0,2,3,0,2,2,1.94,5.01,2.12,1
8,11,7,2,8,0,12,5,3,8,0,0,2,3,0,2,2,5.95,11.58,6.5,1
5,7,7,2,0,2,8,0,0,14,0,0,2,3,0,2,2,5.1,1.23,15.45,1
2,0,4,2,2,0,5,0,7,8,0,0,2,3,0,2,2,1.32,4.57,1.98,1
8,10,7,2,7,2,7,0,0,13,0,4,3,9,0,2,2,4.21,5.99,10.54,1
8,0,13,2,2,2,13,0,0,13,0,0,2,3,0,2,2,3.4,4.34,8.5,0
4,9,8,2,3,3,2,0,0,13,0,0,2,3,0,3,2,8.0,6.69,13.31,0
4,10,8,2,7,0,7,0,8,9,0,0,2,3,0,2,2,8.39,9.71,13.83,0
8,3,8,2,2,0,13,5,0,14,0,0,3,8,4,2,4,9.57,12.26,21.85,1
8,2,7,3,6,0,13,0,0,14,0,0,2,3,0,2,2,7.61,4.96,10.83,0
2,12,7,2,0,2,12,6,7,13,0,0,2,3,0,2,2,3.04,5.55,4.33,1
8,0,13,2,2,2,13,0,0,13,0,0,2,3,0,2,4,4.77,4.23,10.73,0
4,7,12,3,3,3,7,0,0,13,0,0,2,3,0,2,2,21.24,8.42,38.14,1
7,0,13,2,5,4,4,0,0,9,0,0,2,3,0,2,2,3.76,6.93,8.27,0
8,4,7,2,2,0,9,0,0,13,0,0,2,3,0,2,2,2.47,7.56,2.47,1
4,12,7,2,3,3,9,0,5,8,0,0,2,3,0,4,4,2.16,7.34,3.21,0
8,2,3,2,6,0,7,6,9,13,0,0,2,3,0,2,4,18.5,18.06,36.24,0
5,0,5,2,5,4,4,0,3,5,0,0,2,3,0,2,2,3.4,4.23,15.95,1
7,7,13,2,6,0,7,0,6,8,0,0,3,3,0,2,4,4.91,3.92,5.8,1
4,0,12,2,8,2,12,5,5,13,0,0,2,3,0,4,2,9.21,10.06,12.79,1
3,0,12,2,2,2,12,0,5,12,0,0,2,3,0,7,2,2.68,3.17,3.44,1
7,5,4,3,3,0,5,0,8,5,0,0,2,3,0,2,4,7.19,4.39,12.78,1
8,6,13,2,2,2,6,0,5,8,0,3,3,9,3,3,4,9.76,9.12,8.38,1
6,10,7,2,6,0,13,0,0,8,0,0,2,3,0,2,4,18.51,18.52,76.15,0
8,5,7,2,2,3,7,0,8,5,0,0,3,5,0,2,2,6.42,6.37,5.25,0
2,10,12,2,4,2,12,0,9,13,2,6,3,2,0,2,2,7.54,12.32,13.02,1
5,12,13,2,6,0,13,0,6,8,0,0,2,3,0,2,4,53.09,6.54,20.59,0
4,0,7,2,3,2,13,2,0,8,0,0,2,3,0,2,5,6.75,5.16,10.35,1
8,9,2,2,3,3,8,0,0,13,0,0,2,3,0,3,2,6.36,6.01,12.73,0
4,0,13,2,2,2,12,0,0,5,0,0,2,3,0,2,2,6.28,4.74,12.6,0
8,5,13,3,8,2,13,0,0,13,0,0,2,3,0,2,2,8.56,7.48,14.03,0
8,5,13,3,8,2,13,0,0,13,0,0,2,3,0,2,2,7.3,8.26,16.93,0
8,9,8,2,6,0,7,0,0,3,0,0,2,3,0,2,2,3.8,3.79,9.3,0
4,10,7,2,3,0,8,0,8,13,0,0,2,3,0,2,5,3.8,6.13,7.85,0
8,9,13,2,5,4,4,0,0,14,0,0,2,3,0,2,2,1.14,3.63,5.72,1
8,0,13,2,8,0,12,0,0,13,0,0,2,3,0,2,4,3.75,5.1,6.74,1
4,3,2,2,0,2,2,0,0,13,0,0,3,3,0,2,2,10.68,4.93,18.4,0
8,10,7,3,3,2,12,0,0,11,0,0,2,3,0,5,4,16.3,5.6,26.55,1
4,5,13,2,0,0,13,0,0,14,0,0,2,3,0,3,2,1.81,6.52,3.33,1
7,0,7,2,3,2,12,0,7,13,0,0,2,3,0,2,2,5.78,4.48,7.18,0
4,4,7,2,2,3,5,0,7,5,0,0,2,3,0,2,3,3.86,5.23,3.59,0
8,9,10,2,8,0,7,0,0,10,0,0,2,3,0,2,5,10.53,7.21,21.59,0
4,0,13,2,8,2,11,0,0,13,0,0,2,3,0,2,4,4.21,6.56,4.03,0
8,2,12,2,7,2,12,0,0,13,0,0,2,3,0,2,4,8.96,6.84,31.3,0
8,0,11,3,8,0,11,6,0,5,0,5,2,3,0,2,2,7.55,7.31,17.24,1
8,10,7,2,2,3,12,0,0,13,0,0,2,3,0,2,4,8.96,9.66,29.64,1
